run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
401,228787,The University of Texas at Dallas,3,The University of Texas at Dallas - Career Center; UT Dallas School of Management,College 4 Year Public,100.0,yes,no,review_match,88.3,53013.0,24783.0,88.3,yes,june5-4yr-09
402,230171,Utah Tech University,3,Ontario Tech University; Utah Tech University,College 4 Year Public,100.0,yes,no,review_match,52.8,7392.0,3559.0,52.8,yes,june5-4yr-09
403,191728,Hunter Business School,3,Nanyang Business School; Rutgers Business School - Office of Career Management - Undergraduate Office,College 4 Year Public,100.0,yes,no,review_match,8.7,33.0,5.0,8.7,yes,june5-4yr-09
404,186371,Rutgers University-Camden,2,Rutgers University - Piscataway,College 4 Year Public,100.0,yes,no,review_match,56.7,10476.0,3277.0,56.7,yes,june5-4yr-09
405,104586,Embry-Riddle Aeronautical University-Prescott,2,Embry-Riddle Aeronautical University - Prescott Campus,College 4 Year Private,100.0,yes,no,review_match,15.4,85.0,2.0,15.4,yes,june5-4yr-09
406,163204,University of Maryland Global Campus,2,University of Maryland Global Campus,College 4 Year Public,100.0,yes,no,review_match,12.4,215.0,197.0,12.4,yes,june5-4yr-09
407,110422,California Polytechnic State University-San Luis Obispo,1,California Polytechnic State University,College 4 Year Public,100.0,yes,no,review_match,93.0,71389.0,24989.0,93.0,yes,june5-4yr-09
408,182290,University of Nevada-Reno,1,University of Nevada - Reno - College of Engineering,College 4 Year Public,100.0,yes,no,review_match,90.8,36965.0,12695.0,90.8,yes,june5-4yr-09
409,173920,Minnesota State University-Mankato,1,Minnesota State University - Mankato,College 4 Year Public,100.0,yes,no,review_match,90.6,30113.0,9028.0,90.6,yes,june5-4yr-09
410,166513,University of Massachusetts-Lowell,1,University of Massachusetts - Amherst - College of Humanities and Fine Arts,College 4 Year Public,100.0,yes,no,review_match,89.3,33103.0,12620.0,89.3,yes,june5-4yr-09
411,174233,University of Minnesota-Duluth,1,University of Minnesota - Duluth,College 4 Year Public,100.0,yes,no,review_match,88.7,128442.0,37963.0,88.7,yes,june5-4yr-09
412,196185,SUNY Oneonta,1,SUNY College at Oneonta,College 4 Year Public,100.0,yes,no,review_match,69.5,17247.0,4274.0,69.5,yes,june5-4yr-09
413,150066,Anderson University,1,Anderson University-IN,College 4 Year Private,100.0,yes,no,review_match,54.8,10315.0,2974.0,54.8,yes,june5-4yr-09
414,106467,Arkansas Tech University,1,Arkansas Tech University,College 4 Year Public,100.0,yes,no,review_match,54.1,11132.0,2905.0,54.1,yes,june5-4yr-09
415,168847,Baker College,1,Baker College of Auburn Hills,College 4 Year Private,100.0,yes,no,review_match,50.5,13302.0,2860.0,50.5,yes,june5-4yr-09
416,128106,Colorado State University Pueblo,1,Colorado State University - Pueblo,College 4 Year Public,100.0,yes,no,review_match,46.1,7378.0,1625.0,46.1,yes,june5-4yr-09
417,179946,Westminster College,1,Westminster College - Pennsylvania,College 4 Year Private,100.0,yes,no,review_match,44.1,6215.0,1342.0,44.1,yes,june5-4yr-09
418,221971,Union University,1,CSUN University Student Union,College 4 Year Public,100.0,yes,no,review_match,40.4,5995.0,1337.0,40.4,yes,june5-4yr-09
419,486901,Milligan University,1,Milligan College,College 4 Year Private,100.0,yes,no,review_match,31.5,2184.0,642.0,31.5,yes,june5-4yr-09
420,190576,CUNY Graduate School and University Center,1,CUNY Graduate Center,College 4 Year Public,100.0,yes,no,review_match,11.3,116.0,27.0,11.3,yes,june5-4yr-09
421,196246,State University of New York at Plattsburgh,1,Plattsburgh State - SUNY,College 4 Year Public,100.0,yes,no,review_match,0.0,0.0,0.0,0.0,yes,june5-4yr-09
422,201469,Bryant & Stratton College-Parma,1,Bryant & Stratton College,College 4 Year Private,100.0,yes,no,review_match,0.0,0.0,0.0,0.0,yes,june5-4yr-09
423,215266,University of Pittsburgh-Bradford,1,University of Pittsburgh at Bradford,College 4 Year Public,100.0,yes,no,review_match,0.0,0.0,0.0,0.0,yes,june5-4yr-09
424,449728,ATA College,1,Newcomb - Tulane College,College 4 Year Private,77.8,yes,no,,,,,,yes,june5-4yr-09
425,228778,The University of Texas at Austin,15,The University of Texas at Austin - Career Success; The University of Texas at Austin - College of Fine Arts; The University of Texas at Austin - Red McCombs School of Business; The University of Texas at Austin - Red McCombs School of Business BBA,College 4 Year Public,100.0,no,yes,strong,89.2,153775.0,49745.0,89.2,yes,june5-4yr-09
426,155317,University of Kansas,13,The University of Kansas - School of Business; The University of Kansas - School of Engineering; The University of Kansas - University Career Center,College 4 Year Public,100.0,no,yes,strong,89.2,56601.0,16728.0,89.2,yes,june5-4yr-09
427,134130,University of Florida,13,University of Florida; University of Florida - Career Connections Center; University of Florida - Student Engagement; University of Florida - Warrington College of Business Administration; University of North Florida – Career Services – Industry Engagement,College 4 Year Public,100.0,no,yes,strong,89.0,139813.0,47716.0,89.0,yes,june5-4yr-09
428,193900,New York University,13,New York University; New York University - Abu Dhabi; New York University - Center for Data Science; New York University - Tandon School of Engineering; New York University - The Wasserman Center for Career Development; New York University - The Wasserman Center for Career Development at SPS; SUNY at Potsdam,College 4 Year Private; College 4 Year Public,100.0,no,yes,strong,84.8,115812.0,39621.0,84.8,yes,june5-4yr-09
429,170976,University of Michigan-Ann Arbor,13,University of Michigan; University of Michigan - Athletics; University of Michigan - Biomedical Engineering; University of Michigan - College of Engineering; University of Michigan - Ford School of Public Policy; University of Michigan - School of Education; University of Michigan - School of Information; University of Michigan - University Career Center,College 4 Year Public,100.0,no,yes,,,,,,yes,june5-4yr-09
430,104179,University of Arizona,11,The University of Arizona; The University of Arizona - College of Agriculture and Life Sciences; The University of Arizona - College of Social & Behavioral Sciences; The University of Arizona - Eller College of Management - Undergraduate; The University of Arizona - Science Career Center; University of Arizona - Computer Science,College 4 Year Public,100.0,no,yes,strong,89.6,184762.0,58285.0,89.6,yes,june5-4yr-09
431,190415,Cornell University,11,Cornell University - College of Arts & Sciences; Cornell University - Cornell Career Services; Cornell University - SC Johnson College of Business,College 4 Year Private,100.0,no,yes,strong,86.5,67634.0,21755.0,86.5,yes,june5-4yr-09
432,100858,Auburn University,10,Auburn University; Auburn University - Academic Insight; Auburn University - Career Discovery and Success; Auburn University - College of Agriculture; Auburn University - College of Science and Mathematics; Auburn University - Samuel Ginn College of Engineering,College 4 Year Public,100.0,no,yes,strong,90.9,69236.0,25539.0,90.9,yes,june5-4yr-09
433,110617,California State University-Sacramento,10,California State University - Sacramento; California State University - Sacramento - Student Success & Academic Excellence,College 4 Year Public,100.0,no,yes,strong,90.5,66976.0,22178.0,90.5,yes,june5-4yr-09
434,153603,Iowa State University,9,Iowa State University; Iowa State University - College of Business - Undergraduate; Iowa State University - College of Engineering; Iowa State University - College of Liberal Arts & Sciences,College 4 Year Public,100.0,no,yes,strong,91.4,76897.0,24449.0,91.4,yes,june5-4yr-09
435,100751,The University of Alabama,9,The University of Alabama - Career Center; The University of Alabama - Culverhouse College of Business; The University of Alabama - Culverhouse OUIP,College 4 Year Public,100.0,no,yes,strong,90.9,83138.0,30613.0,90.9,yes,june5-4yr-09
436,155399,Kansas State University,9,Kansas State University; Kansas State University - College of Business Administration,College 4 Year Public,100.0,no,yes,strong,90.0,46562.0,12661.0,90.0,yes,june5-4yr-09
437,132903,University of Central Florida,8,University of Central Florida; University of Central Florida - Career Services,College 4 Year Public,100.0,no,yes,strong,91.9,175897.0,63411.0,91.9,yes,june5-4yr-09
438,229115,Texas Tech University,8,Texas Tech University - Career Center; Texas Tech University - Rawls College of Business,College 4 Year Public,100.0,no,yes,strong,90.4,82401.0,27708.0,90.4,yes,june5-4yr-09
439,139755,Georgia Institute of Technology-Main Campus,8,Georgia Institute of Technology; Georgia Institute of Technology - College of Computing; Georgia Institute of Technology - H.Milton Stewart School of Industrial & Systems Engineering; Georgia Institute of Technology - Scheller College of Business; Georgia Tech - Biomedical Engineering; Georgia Tech Career Center,College 4 Year Public,100.0,no,yes,strong,87.8,64904.0,24851.0,87.8,yes,june5-4yr-09
440,136172,University of North Florida,7,"University of North Florida - Career Services; University of North Florida - College of Computing, Engineering & Construction; University of North Florida - Student Accessibility Center",College 4 Year Public,100.0,no,yes,strong,91.1,42281.0,13392.0,91.1,yes,june5-4yr-09
441,218663,University of South Carolina-Columbia,7,University of South Carolina - Columbia; University of South Carolina - Columbia - Moore School of Business,College 4 Year Public,100.0,no,yes,strong,90.3,76575.0,27222.0,90.3,yes,june5-4yr-09
442,204796,Ohio State University-Main Campus,7,The Ohio State University; The Ohio State University - ASC Center for Career and Professional Success; The Ohio State University - College of Arts and Sciences; The Ohio State University - College of Engineering; The Ohio State University-Buckeye Careers,College 4 Year Public,100.0,no,yes,strong,90.2,158542.0,51776.0,90.2,yes,june5-4yr-09
443,171100,Michigan State University,7,Michigan State University; Michigan State University - Career Services; Michigan State University - College of Natural Science; Michigan State University - Eli Broad College of Business,College 4 Year Public,100.0,no,yes,strong,90.0,124610.0,37561.0,90.0,yes,june5-4yr-09
444,234030,Virginia Commonwealth University,7,Virginia Commonwealth University; Virginia Commonwealth University - Academic Internships,College 4 Year Public,100.0,no,yes,strong,89.7,64447.0,20330.0,89.7,yes,june5-4yr-09
445,243780,Purdue University-Main Campus,7,Purdue University - Center for Career Opportunities; Purdue University - Daniels School of Business Undergraduate Engagement,College 4 Year Public,100.0,no,yes,strong,89.5,127216.0,45700.0,89.5,yes,june5-4yr-09
446,234076,University of Virginia-Main Campus,7,University of Virginia; University of Virginia - Career Center,College 4 Year Public,100.0,no,yes,strong,88.1,65615.0,22206.0,88.1,yes,june5-4yr-09
447,232423,James Madison University,6,James Madison University,College 4 Year Public,100.0,no,yes,strong,92.8,63900.0,20376.0,92.8,yes,june5-4yr-09
448,110653,University of California-Irvine,6,University of California - Irvine - Division of Career Pathways; University of California - Irvine - SOE/ICS Professional Programs,College 4 Year Public,100.0,no,yes,strong,90.5,92219.0,32991.0,90.5,yes,june5-4yr-09
449,134097,Florida State University,6,Florida State University; Florida State University - College of Business,College 4 Year Public,100.0,no,yes,strong,90.5,120759.0,38072.0,90.5,yes,june5-4yr-09
450,238032,West Virginia University,6,West Virginia University; West Virginia University - Brad and Alys Smith Outdoor Economic Development Collaborative; West Virginia University - John Chambers College of Business & Economics,College 4 Year Public,100.0,no,yes,strong,89.9,56584.0,16855.0,89.9,yes,june5-4yr-09
