run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
251,121150,Pepperdine University,1,Pepperdine University - Seaver College Career Center,College 4 Year Private,100.0,no,no,usable,60.5,14472.0,4463.0,60.5,yes,june5-4yr-06
252,482149,Augusta University,1,Augusta University - Career Services,College 4 Year Public,100.0,no,no,usable,57.4,10461.0,3633.0,57.4,yes,june5-4yr-06
253,213385,Lafayette College,1,Lafayette College,College 4 Year Private,100.0,no,no,usable,56.6,10636.0,3444.0,56.6,yes,june5-4yr-06
254,217882,Clemson University,1,Clemson University - The Wilbur O. and Ann Powers College of Business,College 4 Year Public,100.0,no,no,usable,56.4,7648.0,2528.0,56.4,yes,june5-4yr-06
255,204501,Oberlin College,1,Oberlin College,College 4 Year Private,100.0,no,no,usable,55.9,10407.0,2821.0,55.9,yes,june5-4yr-06
256,101879,University of North Alabama,1,University of North Alabama,College 4 Year Public,100.0,no,no,usable,55.8,10664.0,3417.0,55.8,yes,june5-4yr-06
257,216278,Susquehanna University,1,Susquehanna University,College 4 Year Private,100.0,no,no,thin,54.7,8151.0,2579.0,54.7,yes,june5-4yr-06
258,142276,Idaho State University,1,Idaho State University,College 4 Year Public,100.0,no,no,thin,53.9,11186.0,3108.0,53.9,yes,june5-4yr-06
259,199111,University of North Carolina Asheville,1,The University of North Carolina at Asheville,College 4 Year Public,100.0,no,no,thin,53.8,9403.0,2498.0,53.8,yes,june5-4yr-06
260,195216,St Lawrence University,1,St. Lawrence University,College 4 Year Private,100.0,no,no,thin,53.7,9482.0,2659.0,53.7,yes,june5-4yr-06
261,166939,Mount Holyoke College,1,Mount Holyoke College,College 4 Year Private,100.0,no,no,thin,53.2,9307.0,2630.0,53.2,yes,june5-4yr-06
262,219471,University of South Dakota,1,The University of South Dakota,College 4 Year Public,100.0,no,no,thin,53.0,10469.0,3129.0,53.0,yes,june5-4yr-06
263,107044,Harding University,1,Harding University,College 4 Year Private,100.0,no,no,thin,52.3,10107.0,2410.0,52.3,yes,june5-4yr-06
