run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
230,195030,University of Rochester,1,University of Rochester - The Gwen M. Greene Center for Career Education and Connections,College 4 Year Private,100.0,no,no,strong,78.2,23134.0,7688.0,78.2,yes,june5-4yr-05
231,122612,University of San Francisco,1,University of San Francisco - School of  Management,College 4 Year Private,100.0,no,no,strong,78.0,24836.0,7739.0,78.0,yes,june5-4yr-05
232,213349,Kutztown University of Pennsylvania,1,Kutztown University of Pennsylvania,College 4 Year Public,100.0,no,no,strong,76.0,20691.0,4927.0,76.0,yes,june5-4yr-05
233,196680,Excelsior University,1,Excelsior University,College 4 Year Private,100.0,no,no,strong,75.0,24679.0,6641.0,75.0,yes,june5-4yr-05
234,171128,Michigan Technological University,1,Michigan Technological University,College 4 Year Public,100.0,no,no,usable,74.9,17122.0,5065.0,74.9,yes,june5-4yr-05
235,142285,University of Idaho,1,University of Idaho,College 4 Year Public,100.0,no,no,usable,74.7,20106.0,5050.0,74.7,yes,june5-4yr-05
236,129242,Fairfield University,1,Fairfield University,College 4 Year Private,100.0,no,no,usable,73.9,15547.0,5442.0,73.9,yes,june5-4yr-05
237,187046,Thomas Edison State University,1,Thomas Edison State University,College 4 Year Public,100.0,no,no,usable,71.2,20665.0,6008.0,71.2,yes,june5-4yr-05
238,236595,Seattle University,1,Seattle University,College 4 Year Private,100.0,no,no,usable,70.5,18201.0,5359.0,70.5,yes,june5-4yr-05
239,163453,Morgan State University,1,Morgan State University,College 4 Year Public,100.0,no,no,usable,68.8,14322.0,4475.0,68.8,yes,june5-4yr-05
240,228802,The University of Texas at Tyler,1,The University of Texas at Tyler,College 4 Year Public,100.0,no,no,usable,68.8,15684.0,5423.0,68.8,yes,june5-4yr-05
241,226091,Lamar University,1,Lamar University,College 4 Year Public,100.0,no,no,usable,68.1,17386.0,5599.0,68.1,yes,june5-4yr-05
242,240462,University of Wisconsin-Platteville,1,University of Wisconsin - Platteville,College 4 Year Public,100.0,no,no,usable,67.8,15007.0,4122.0,67.8,yes,june5-4yr-05
243,120883,University of the Pacific,1,University of the Pacific,College 4 Year Private,100.0,no,no,usable,66.6,17200.0,4747.0,66.6,yes,june5-4yr-05
244,219602,Austin Peay State University,1,Austin Peay State University,College 4 Year Public,100.0,no,no,usable,66.4,15804.0,4550.0,66.4,yes,june5-4yr-05
245,230603,Southern Utah University,1,Southern Utah University,College 4 Year Public,100.0,no,no,usable,66.2,12699.0,5121.0,66.2,yes,june5-4yr-05
246,233374,University of Richmond,1,University of Richmond - Alumni & Career Services,College 4 Year Private,100.0,no,no,usable,66.2,14412.0,4340.0,66.2,yes,june5-4yr-05
247,190099,Colgate University,1,Colgate University,College 4 Year Private,100.0,no,no,usable,63.4,12570.0,3932.0,63.4,yes,june5-4yr-05
248,164748,Berklee College of Music,1,Berklee College of Music - Valencia,College 4 Year Private,100.0,no,no,usable,63.1,16191.0,5754.0,63.1,yes,june5-4yr-05
249,188429,Adelphi University,1,Adelphi University,College 4 Year Private,100.0,no,no,usable,61.5,14264.0,4289.0,61.5,yes,june5-4yr-05
250,209825,University of Portland,1,University of Portland,College 4 Year Private,100.0,no,no,usable,60.6,11635.0,3582.0,60.6,yes,june5-4yr-05
