run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
201,181464,University of Nebraska-Lincoln,2,University of Nebraska - Lincoln,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
202,187134,The College of New Jersey,2,The College of New Jersey,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
203,215275,University of Pittsburgh-Greensburg,2,University of Pittsburgh at Greensburg,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
204,220181,Fisk University,2,Fisk University,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-05
205,226152,Texas A & M International University,2,Texas A&M International University,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
206,228149,St. Mary's University,2,St. Mary's University,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-05
207,228705,Texas A&M University-Kingsville,2,Texas A&M University - Kingsville,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
208,232308,Hollins University,2,Hollins University,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-05
209,239318,Milwaukee School of Engineering,2,Milwaukee School of Engineering,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-05
210,240453,University of Wisconsin-Milwaukee,2,University of Wisconsin - Milwaukee - Center for Student Experience and Talent,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
211,413680,Spartan College of Aeronautics & Technology,2,Spartan College of Aeronautics and Technology,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-05
212,428453,Minnesota State Colleges and Universities System Office,2,University of Minnesota,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-05
213,147703,Northern Illinois University,1,Northern Illinois University,College 4 Year Public,100.0,no,no,strong,88.7,47454.0,10661.0,88.7,yes,june5-4yr-05
214,171571,Oakland University,1,Oakland University - Career and Life Design Center,College 4 Year Public,100.0,no,no,strong,88.7,37478.0,11805.0,88.7,yes,june5-4yr-05
215,157289,University of Louisville,1,University of Louisville - College of Business,College 4 Year Public,100.0,no,no,strong,88.5,36327.0,11508.0,88.5,yes,june5-4yr-05
216,145600,University of Illinois Chicago,1,University of Illinois at Chicago - College of Engineering,College 4 Year Public,100.0,no,no,strong,87.8,59046.0,22069.0,87.8,yes,june5-4yr-05
217,228796,The University of Texas at El Paso,1,The University of Texas at El Paso,College 4 Year Public,100.0,no,no,strong,87.8,29914.0,10122.0,87.8,yes,june5-4yr-05
218,146719,Loyola University Chicago,1,Loyola University Chicago,College 4 Year Private,100.0,no,no,strong,87.7,35808.0,12611.0,87.7,yes,june5-4yr-05
219,190594,CUNY Hunter College,1,Hunter College,College 4 Year Public,100.0,no,no,strong,87.6,34966.0,12691.0,87.6,yes,june5-4yr-05
220,110592,California State University-Los Angeles,1,California State University - Los Angeles,College 4 Year Public,100.0,no,no,strong,87.2,42707.0,15250.0,87.2,yes,june5-4yr-05
221,111948,Chapman University,1,Chapman University,College 4 Year Private,100.0,no,no,strong,87.0,28408.0,10919.0,87.0,yes,june5-4yr-05
222,144740,DePaul University,1,DePaul University,College 4 Year Private,100.0,no,no,strong,86.8,54769.0,15635.0,86.8,yes,june5-4yr-05
223,206084,University of Toledo,1,The University of Toledo - John B. and Lillian E. Neff College of Business and Innovation,College 4 Year Public,100.0,no,no,strong,86.5,34974.0,9644.0,86.5,yes,june5-4yr-05
224,191241,Fordham University,1,Fordham University,College 4 Year Private,100.0,no,no,strong,86.2,35535.0,12467.0,86.2,yes,june5-4yr-05
225,110574,California State University-East Bay,1,California State University - East Bay,College 4 Year Public,100.0,no,no,strong,85.9,37676.0,12084.0,85.9,yes,june5-4yr-05
226,220862,University of Memphis,1,The University of Memphis – QEP Team,College 4 Year Public,100.0,no,no,strong,85.1,33805.0,9736.0,85.1,yes,june5-4yr-05
227,176372,University of Southern Mississippi,1,The University of Southern Mississippi,College 4 Year Public,100.0,no,no,strong,82.7,26682.0,7844.0,82.7,yes,june5-4yr-05
228,157447,Northern Kentucky University,1,Northern Kentucky University,College 4 Year Public,100.0,no,no,strong,79.6,24768.0,6961.0,79.6,yes,june5-4yr-05
229,186876,Stockton University,1,Stockton University,College 4 Year Public,100.0,no,no,strong,78.8,21743.0,6951.0,78.8,yes,june5-4yr-05
