run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
451,110635,University of California-Berkeley,6,University of California - Berkeley; University of California - Berkeley - College of Engineering; University of California - Berkeley - MaCSS,College 4 Year Public,100.0,no,yes,strong,87.8,134138.0,45886.0,87.8,yes,june5-4yr-10
452,147767,Northwestern University,6,Northwestern University; Northwestern University - Robert R. McCormick School of Engineering and Applied Science,College 4 Year Private,100.0,no,yes,strong,84.3,39913.0,12555.0,84.3,yes,june5-4yr-10
453,144050,University of Chicago,6,The University of Chicago; The University of Chicago - MA Program in the Social Sciences,College 4 Year Private,100.0,no,yes,strong,80.5,26509.0,9493.0,80.5,yes,june5-4yr-10
454,199218,University of North Carolina Wilmington,5,University of North Carolina Wilmington; University of North Carolina Wilmington - CHSSA Dean's Office,College 4 Year Public,100.0,no,yes,strong,92.1,42899.0,14202.0,92.1,yes,june5-4yr-10
455,110565,California State University-Fullerton,5,California State University - Fullerton,College 4 Year Public,100.0,no,yes,strong,91.3,98053.0,33061.0,91.3,yes,june5-4yr-10
456,229027,The University of Texas at San Antonio,5,The University of Texas at San Antonio - Career Services,College 4 Year Public,100.0,no,yes,strong,91.3,64916.0,24130.0,91.3,yes,june5-4yr-10
457,433660,Florida Gulf Coast University,5,Florida Gulf Coast University; Florida Gulf Coast University - Lutgert College of Business,College 4 Year Public,100.0,no,yes,strong,90.8,28497.0,11213.0,90.8,yes,june5-4yr-10
458,129020,University of Connecticut,5,University of Connecticut - Center for Career Development,College 4 Year Public,100.0,no,yes,strong,89.7,72610.0,24092.0,89.7,yes,june5-4yr-10
459,225511,University of Houston,5,"University of Houston - C.T. Bauer College of Business; University of Houston - Cullen College of Engineering; University of Houston - Institute for Global Engagement (Houston, TX); University of Houston - University Career Services",College 4 Year Public,100.0,no,yes,strong,89.1,106252.0,39449.0,89.1,yes,june5-4yr-10
460,209542,Oregon State University,4,Oregon State University; Oregon State University - Career Development Center; Oregon State University - Public Health,College 4 Year Public,100.0,no,yes,strong,91.3,66833.0,26397.0,91.3,yes,june5-4yr-10
