run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
178,128391,Western Colorado University,2,Western Colorado University,College 4 Year Public,100.0,no,no,thin,36.3,4576.0,1237.0,36.3,yes,june5-4yr-04
179,181127,Hastings College,2,Hastings College,College 4 Year Private,100.0,no,no,thin,35.5,2518.0,602.0,35.5,yes,june5-4yr-04
180,199643,Shaw University,2,Shaw University,College 4 Year Private,100.0,no,no,avoid,33.5,3182.0,579.0,33.5,yes,june5-4yr-04
181,227182,Lone Star College System,2,Lone Star College - Cy-Fair; Lone Star College - Online,College 4 Year Public,100.0,no,no,avoid,32.9,2657.0,1702.0,32.9,yes,june5-4yr-04
182,199865,Warren Wilson College,2,Warren Wilson College,College 4 Year Private,100.0,no,no,avoid,31.3,1946.0,440.0,31.3,yes,june5-4yr-04
183,187897,New Mexico Highlands University,2,New Mexico Highlands University,College 4 Year Public,100.0,no,no,avoid,29.8,2346.0,566.0,29.8,yes,june5-4yr-04
184,127945,Rocky Mountain College of Art and Design,2,Rocky Mountain College of Art and Design,College 4 Year Private,100.0,no,no,avoid,28.4,2849.0,1297.0,28.4,yes,june5-4yr-04
185,157535,University of Pikeville,2,University of Pikeville,College 4 Year Private,100.0,no,no,avoid,28.3,1469.0,517.0,28.3,yes,june5-4yr-04
186,160630,Southern University at New Orleans,2,Southern University at New Orleans,College 4 Year Public,100.0,no,no,avoid,28.2,2026.0,455.0,28.2,yes,june5-4yr-04
187,102632,University of Alaska Southeast,2,University of Alaska Southeast,College 4 Year Public,100.0,no,no,avoid,22.9,1218.0,352.0,22.9,yes,june5-4yr-04
188,136516,Polk State College,2,Polk State College - Career Services,College 4 Year Public,100.0,no,no,avoid,20.9,2316.0,1030.0,20.9,yes,june5-4yr-04
189,121619,Santa Ana College,2,Santa Ana College,College 4 Year Public,100.0,no,no,avoid,19.3,458.0,240.0,19.3,yes,june5-4yr-04
190,446640,Harrisburg University of Science and Technology,2,Harrisburg University of Science and Technology,College 4 Year Private,100.0,no,no,avoid,18.8,1006.0,619.0,18.8,yes,june5-4yr-04
191,223506,Brazosport College,2,Brazosport College,College 4 Year Public,100.0,no,no,avoid,13.4,599.0,321.0,13.4,yes,june5-4yr-04
192,177986,Logan University,2,Logan University,College 4 Year Private,100.0,no,no,avoid,13.1,756.0,238.0,13.1,yes,june5-4yr-04
193,141565,University of Hawaii at Hilo,2,University of Hawaii at Hilo,College 4 Year Public,100.0,no,no,avoid,0.0,0.0,0.0,0.0,yes,june5-4yr-04
194,219000,Augustana University,2,Augustana University,College 4 Year Private,100.0,no,no,avoid,0.0,0.0,0.0,0.0,yes,june5-4yr-04
195,105516,University of Phoenix-Phoenix Campus,2,University of Phoenix,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-04
196,127565,Metropolitan State University of Denver,2,Metropolitan State University of Denver - C2Hub,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-04
197,129215,Eastern Connecticut State University,2,Eastern Connecticut State University,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-04
198,138600,Agnes Scott College,2,Agnes Scott College,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-04
199,165671,Emmanuel College,2,Emmanuel College,College 4 Year Private,100.0,no,no,,,,,,yes,june5-4yr-04
200,171483,Northwestern Michigan College,2,Northwestern Michigan College,College 4 Year Public,100.0,no,no,,,,,,yes,june5-4yr-04
